,Id,EssaySet,Score1,Score2,EssayText,split
632,14262,6,2,2,Active transport- diffusion against the concentration gradient.Passive transport- diffusion along the concentration gradient.Diffusion- The random movement of praticles from an area of high concentraion to low concentration.,train
633,14693,6,0,0,The cell uses different types of proteins such as transport protein to decide what comes in or out. They cell can uses moving organelles such as a flagella to move to keep things from entering.  It has a double phosolipid bilayer to keep items from just coming in.,train
634,14075,6,1,1,"Three processes used by cells to control movement across the cell membrane are, first, osmosis in which water moves in and out of the cell through the membrane. Second,",train
635,14100,6,0,0,they help them movethe are a celll in a membraneand they control the movement of substances.,train
636,15135,6,0,0,Three processes are that the cell has a cell wall and is connected to other cells. Another is that it chooses what to enter it and it acts like a barrier for other things.,train
637,14160,6,0,0,"SOME HAD TAILS THAT THEY USED TO MOVE.  THEY WERE ALIVE, SO THEY COULD MOVE.  THEY COMBINED WITH EACHOTHER TA MAKE A BIGGER CELL.",test
638,15507,6,0,0,The cell membrane regulates what goes in and out of the cell.,train
639,15641,6,0,0,cell membrane cell wall and cytoplasm,train
640,15527,6,0,0,"Osmosis,cell walls,and nucleotides",train
641,14848,6,0,0,cell respirationcell divisoncytokinesis,train
642,14286,6,0,0,"YOUR BRAIN TELLS YOUR BODY TO DO THINGS AND YOUR BODY DOES THEM. SAME IN ANIMALS,HUMANS AND PLANTS",train
643,15139,6,0,0,equilibrilum,test
644,14544,6,0,0,"Three processes used by cells to control the movement of substances across the cell membrane is type of phase their on, the protein that tells when to replicate.",train
645,14378,6,0,0,The first process is to move it to the mitochdaine. Then they move it the to ensumyes. The final movement they make is to the cell membrane.,train
646,14767,6,0,0,The cell wall keeps everything inside the cell. The vacuole takes out any unhealthy stuff. The mitochondria keeps everything moving and aligned.,train
647,14632,6,0,0,"The processes used by cells to control the movement of a substances across the cell membrane is movement,respiration,reproduction.",train
648,15559,6,0,0,"The cell wall helps contain the cells shape, it gathers waste to the cell membrane and it helps function it.",train
649,14821,6,0,0,"Three processes that calls use to control the movement of substances are channel proteins,  diffusion, and osmosis.",train
650,14365,6,0,0,1.Oxygen profusion- Oxygen profuses through the air over the celll membrane. 2.Cellular diffusion- The substance diffuses through the cell membrane.3. Convection- The substance goes through the cell membrane.,test
651,14493,6,0,0,translocation. protein,train
652,14701,6,0,0,The process that is used to move substances from one side of the cell membrane to the other is diffusion.  Diffusion is the movement of solid substances across the cell membrane.  Another one is called osmosis and that is when liquid substances are moved acorss the membrane from higher concentration to lower concentration areas.,test
653,14935,6,0,0,"Cellular Respiration, it releases oxygen keeping the substances from moving.Photosynthesis, it uses ATP to create glucose.The cell wall protects the substances from moving any further.",train
654,15479,6,1,1,1.Osmosis lets certain things pass through water.2. Diffusion pushes things out of the cell.3. Also by being selectively permeable and only letting certain things enter the cell.,test
655,14931,6,0,0,"destroy it, posin it, change it.",test
656,15523,6,0,0,passive transport allows things to move freely across the cell membraneactive transport move objects like waste out of the cellcarrier protiens carry nutrients to the cell,train
657,15739,6,0,0,MITOSISMEIOSISINTERPHASE,train
658,14064,6,0,0,"Meosis, is one way that cells move substances. Mitosis is another way that cells move substances. The last way that a cell moves substances is telephase.",train
659,14689,6,0,0,The cell membrane was made with small holes that let certain things in but not the unwanted to get through.The organells also blocked certain entrances.The RNA also stoped certain cells from going through.,train
660,14984,6,0,0,"Osmosis, Diffusion and Active Transport.",test
661,15700,6,0,0,"There is a process called osmosis to move substances in and out of cells. Cells also have proteins that move substances around the membrane. Lastly, cells use channel proteins, which channel energy.",test
662,15690,6,0,0,isotonichypotonichypertonic,train
663,15723,6,0,0,DifutionActive transportelectron transport,test
664,14626,6,0,0,The cell uses the Chloroplast to move things quickly and efficently.  They also use the cell wall to keep things in so they can't loose anything.  The membrane tells everything where it needs to be and where to go.,train
665,15345,6,0,0,"CELLS WILL EITHER ALLOW OR REJECT SUBSTANCES INTO THE CELL THROUGH ITS CELL MEMBRANE.  ONCE A SUBSTANCE IS INSIDE OF THE CELL, IT MOVES THROUGH THE CELL.  WHEN IT LEAVES THE CELL, IT LEAVES THROUGH RESPIRATION.",train
666,13991,6,0,0,"Active Transport, inactive transport and escort transport",train
667,15196,6,1,1,1.Osmosis-water passing through the cell membrane and does not require energy2. Active Diffusion-diffuses large particles through the cell membrane and requires energy3. Passive Diffusion-diffuses small particles through the cell membrane and does not require energy,train
668,14008,6,0,0,the cell can move because of the nucleus. The cell wall is located behind the cell membrane so I thank this would  have something to do with it.I aslo thank it is the mitochrondia.,train
669,14176,6,0,0,"prophase, anaphase and telophase",train
670,15158,6,0,0,they divideseparatereproduce,train
671,14321,6,0,0,1.IT CONTROLS THE MOVMENT OF YOUR BODY MOVMENT.2.IT HELPS YOU THINK.3.IT HELS THE CELL MEMBRANE UNDERSTAND.,train
672,14260,6,0,0,"water,oxygen,protein",train
673,15752,6,0,0,first they have to be a substance that the cell requires. then it passes through the membrane through a certain canel. finally its absorbed by the cell,test
674,14694,6,0,0,THERE ANTIBODIES AND THERE ATOMS ALL WORK TOGETHER TO HELP THE CELL MOVE ALSO THE NEUCLIOUS FLOWS AROUND WICH GIVE THE CELL MOTION.,train
675,15100,6,0,0,cilli microvilla an villa,train
676,15437,6,1,1,The cell has certain proteins that match up with certain substances and then lets them into the cell.Diffusion is when the cell lets a higher concentration of water move to a lower concentration of water.Osmosis is when a higher concentration of substances move to a lower concentration of substances.,test
677,15717,6,0,0,Though the electron transport chain.,train
678,14746,6,0,0,The cell moves its way to the cell membrane by fighting off the fungus.  Then it goes through the stages. Then gets to the cell membrane.,train
679,14618,6,0,0,"The first is osmosis where a liquid moves through the cell membrane by the process of diffusion.  Another process the cells use is that a certain substance may only enter the cell if it has the correct protein sequence.  The last process is that a substance isn't able to move across the cell membrane if it would be harmful to the cell, so the cell membrane's function is to keep these substances from getting into the cell.",test
680,15250,6,0,0,The genetic information start out as combinations in the nucleus. When they are switched to MRNA also known as messenger rna that sends a message to the organelles stating that the genetic code needs a specific substance. The third process  is TRNA or transfer rna which transfers the message to the specific orgnelle. The whole process then repeats itself.,test
